Scopus ID,Source ID,ISSN(IA),eISSN(IA),ISBN(IA),Title,Creator,Publication Name,Cover Date,Cited by #,Type,Subtype,Article number (IA),Volume(IA),DOI(IA),Affiliation(IA)
85106802549,26704,00046256,,,Quantifying the Influence of Jupiter on the Earth's Orbital Cycles,Horner J.,Astronomical Journal,2020-01-01,5,Journal,Article,ab5365,159,10.3847/1538-3881/ab5365,University of Southern Queensland-Toowoomba-Australiax
85094867637,21100847472,,25436376,,"Seeding the Solar System with Life: Mars, Venus, Earth, Moon, Protoplanets",Joseph R.G.,Open Astronomy,2020-01-01,2,Journal,Article,,29,10.1515/astro-2020-0019,Astrobiology Research Center-Stanford-United Statesx
85094864943,19700182336,16877969,16877977,,"Oceans, Lakes, and Stromatolites on Mars",Joseph R.G.,Advances in Astronomy,2020-01-01,6,Journal,Article,6959532,2020,10.1155/2020/6959532,Astrobiology Research Center-Stanford-United Statesx
85093951505,28372,00783218,,,Priority species to support the functional integrity of coral reefs,Wolfe K.,Oceanography and Marine Biology,2020-01-01,27,Book Series,Article,,58,10.1201/9780429351495-5,The University of Queensland-Brisbane-Australiax
85071964725,27241,00191035,10902643,,The environmental effects of very large bolide impacts on early Mars explored with a hierarchy of numerical models,Turbet M.,Icarus,2020-01-01,27,Journal,Article,113419,335,10.1016/j.icarus.2019.113419,Sorbonne Université-Paris-Francex
85076288251,21100457028,,23752548,,Antarctic environmental change and biological responses,Convey P.,Science Advances,2019-11-27,211,Journal,Review,eaaz0888,5,10.1126/sciadv.aaz0888,British Antarctic Survey-Cambridge-United Kingdomx
85074891805,21101038510,21699097,21699100,,Through the Thick and Thin: New Constraints on Mars Paleopressure History 3.8 – 4 Ga from Small Exhumed Craters,Warren A.O.,Journal of Geophysical Research: Planets,2019-11-01,14,Journal,Article,,124,10.1029/2019JE006178,The University of Chicago-Chicago-United Statesx
85071028324,28261,00386308,15729672,,Geoscience for Understanding Habitability in the Solar System and Beyond,Dehant V.,Space Science Reviews,2019-09-01,14,Journal,Review,42,215,10.1007/s11214-019-0608-8,Université Catholique de Louvain-Louvain-la-Neuve-Belgiumx
85057595811,22704,00447447,16547209,,Ecological and functional consequences of coastal ocean acidification: Perspectives from the Baltic-Skagerrak System,Havenhand J.N.,Ambio,2019-08-15,11,Journal,Review,,48,10.1007/s13280-018-1110-3,Sven Lovén Centrum för Marin Infrastruktur-Fiskebackskil-Swedenx
85071973746,26765,0004637X,15384357,,Atmospheric Evolution on Low-gravity Waterworlds,Arnscheidt C.W.,Astrophysical Journal,2019-08-10,9,Journal,Article,60,881,10.3847/1538-4357/ab2bf2,Massachusetts Institute of Technology-Cambridge-United Statesx
85069197856,13090,15311074,,,The Role of N<inf>2</inf> as a Geo-Biosignature for the Detection and Characterization of Earth-like Habitats,Lammer H.,Astrobiology,2019-07-01,36,Journal,Article,,19,10.1089/ast.2018.1914,Institut fur Weltraumforschung-Graz-Austriax
85070719215,29719,00346861,15390756,,Colloquium: Physical constraints for the evolution of life on exoplanets,Lingam M.,Reviews of Modern Physics,2019-06-11,41,Journal,Article,021002,91,10.1103/RevModPhys.91.021002,Harvard University-Cambridge-United Statesx
85062939883,22566,0012821X,,,A shorter Archean day-length biases interpretations of the early Earth's climate,Spalding C.,Earth and Planetary Science Letters,2019-05-15,6,Journal,Article,,514,10.1016/j.epsl.2019.02.032,Yale University-New Haven-United Statesx
85063694222,22580,00128252,,,Is Earth special?,Waltham D.,Earth-Science Reviews,2019-05-01,3,Journal,Review,,192,10.1016/j.earscirev.2019.02.008,"Royal Holloway, University of London-Egham-United Kingdomx"
85065225331,26765,0004637X,15384357,,What Factors Affect the Duration and Outgassing of the Terrestrial Magma Ocean?,Nikolaou A.,Astrophysical Journal,2019-04-10,49,Journal,Article,11,875,10.3847/1538-4357/ab08ed,Deutsches Zentrum für Luft- und Raumfahrt (DLR)-Koln-Germanyx
85063000677,12604,00030147,,,Nighttime ecology: The “nocturnal problem” revisited,Gaston K.J.,American Naturalist,2019-04-01,67,Journal,Article,,193,10.1086/702250,Institute for Advanced Study-Berlin-Germanyx
85098021022,21101032340,,,9781107358225,"Zonal jets: Phenomenology, genesis, and physics",Galperin B.,"Zonal Jets: Phenomenology, Genesis, and Physics",2019-02-26,44,Book,Book,,,10.1017/9781107358225,"University of South Florida, Tampa-Tampa-United Statesx"
85081929246,21100972343,,,9780128176900,Sustainable development for mass urbanization,Faruque Hossain M.,Sustainable Development for Mass Urbanization,2019-01-01,2,Book,Book,,,10.1016/C2018-0-02563-3,Green Globe Technology-Flushing-United Statesx
85073052511,12074,00030007,,,State of the climate in 2018,Ades M.,Bulletin of the American Meteorological Society,2019-01-01,64,Journal,Review,,100,10.1175/2019BAMSStateoftheClimate.1,European Centre for Medium-Range Weather Forecasts-Reading-United Kingdomx
85070851551,21101104892,,,9781108677691,"Exploring Planetary Climate: A History of Scientific Discovery on Earth, Mars, Venus and Titan",Lorenz R.D.,"Exploring Planetary Climate: A History of Scientific Discovery on Earth, Mars, Venus and Titan",2019-01-01,9,Book,Book,,,10.1017/9781108677691,Johns Hopkins University Applied Physics Laboratory-Laurel-United Statesx
85070082906,4700152725,14735504,14753006,,Impact of space weather on climate and habitability of terrestrial-type exoplanets,Airapetian V.S.,International Journal of Astrobiology,2019-01-01,69,Journal,Article,,,10.1017/S1473550419000132,"National Aeronautics and Space Administration-Washington, D.C.-United Statesx"
85067086114,4700152725,14735504,14753006,,The end of life on Earth is not the end of the world: Converging to an estimate of life span of the biosphere?,Mello F.,International Journal of Astrobiology,2019-01-01,7,Journal,Article,,,10.1017/S1473550419000120,Universidade de São Paulo-Sao Paulo-Brazilx
85064098647,21100903135,,,9783030106034,From stars to brains: Milestones in the planetary evolution of life and intelligence,Glikson A.Y.,From Stars to Brains: Milestones in the Planetary Evolution of Life and Intelligence,2019-01-01,2,Book,Book,,,10.1007/978-3-030-10603-4,The Australian National University-Canberra-Australiax
85061192274,28261,00386308,15729672,,Geologic Constraints on Early Mars Climate,Kite E.S.,Space Science Reviews,2019-01-01,83,Journal,Review,10,215,10.1007/s11214-018-0575-5,The University of Chicago-Chicago-United Statesx
85054420083,4900152709,16108957,16131851,,Exoplanetary biosignatures for astrobiology,Grenfell J.L.,Advances in Astrobiology and Biogeophysics,2019-01-01,0,Book Series,Book Chapter,,,10.1007/978-3-319-96175-0_11,Deutsches Zentrum für Luft- und Raumfahrt (DLR)-Koln-Germanyx
85072823577,21100924379,,20763298,,Understanding land–atmosphere–climate coupling from the Canadian prairie dataset,Betts A.K.,Environments - MDPI,2018-12-01,1,Journal,Article,129,5,10.3390/environments5120129,Atmospheric Research-United Statesx
85086425432,21100996918,,,9783319553337,Biosignature false positives,Harman C.E.,Handbook of Exoplanets,2018-11-03,3,Book,Book Chapter,,,10.1007/978-3-319-55333-7_71,NASA Astrobiology Institute's Virtual Planetary Laboratory-Seattle-United Statesx
85055674363,21100897180,,,9789813223127,Photosynthesis: Solar energy for life,Shevela D.,Photosynthesis: Solar Energy For Life,2018-11-02,38,Book,Book,,,,Tsiolkovskiy Kaluga State University-Kaluga-Russian Federationx
85046792584,26756,09354956,,,"Origin and evolution of the atmospheres of early Venus, Earth and Mars",Lammer H.,Astronomy and Astrophysics Review,2018-11-01,127,Journal,Review,2,26,10.1007/s00159-018-0108-y,Institut fur Weltraumforschung-Graz-Austriax
85051501960,28218,00358711,13652966,,Exploring exomoon atmospheres with an idealized general circulation model,Haqq-Misra J.,Monthly Notices of the Royal Astronomical Society,2018-09-21,7,Journal,Article,,479,10.1093/mnras/sty1630,Blue Marble Space Institute of Science-Seattle-United Statesx
85063033474,21100901636,,,9783319993713,Second-order learning in developmental evaluation: New methods for complex conditions,Mitchell A.,Second-order Learning in Developmental Evaluation: New Methods for Complex Conditions,2018-09-14,4,Book,Book,,,10.1007/9783319993713,ADAPT Management-Leicester-United Kingdomx
85052286157,4000148503,17351472,17352630,,Methane oxidation capacity of methanotrophs isolated from different soil ecosystems,Brindha R.K.,International Journal of Environmental Science and Technology,2018-09-01,10,Journal,Article,,15,10.1007/s13762-017-1546-1,Centre for Environmental Studies India-Chennai-Indiax
85052294506,21100779241,24700010,24700029,,Review of Particle Physics,Tanabashi M.,Physical Review D,2018-08-01,6054,Journal,Review,030001,98,10.1103/PhysRevD.98.030001,Nagoya University-Nagoya-Japanx
85051035420,21100284944,,20763263,,A more comprehensive habitable zone for finding life on other planets,Ramirez R.M.,Geosciences (Switzerland),2018-08-01,46,Journal,Review,280,8,10.3390/geosciences8080280,Tokyo Institute of Technology-Tokyo-Japanx
85049069571,13090,15311074,,,Exoplanet Biosignatures: Observational Prospects,Fujii Y.,Astrobiology,2018-06-01,127,Journal,Article,,18,10.1089/ast.2017.1733,Tokyo Institute of Technology-Tokyo-Japanx
85044397980,26940,00167878,,,"The Neogene and Quaternary of England: landscape evolution, tectonics, climate change and their expression in the geological record",Lee J.R.,Proceedings of the Geologists' Association,2018-06-01,18,Journal,Article,,129,10.1016/j.pgeola.2017.10.003,British Geological Survey-Nottingham-United Kingdomx
85053998030,21100878535,,,9789811082610,"Marine algal bloom: Characteristics, causes and climate change impacts",Sarkar S.K.,"Marine Algal Bloom: Characteristics, Causes and Climate Change Impacts",2018-05-02,14,Book,Book,,,10.1007/978-981-10-8261-0,University of Calcutta-Kolkata-Indiax
85046629839,26750,00046361,14320746,,"Modeling climate diversity, tidal dynamics and the fate of volatiles on TRAPPIST-1 planets",Turbet M.,Astronomy and Astrophysics,2018-04-01,115,Journal,Article,A86,612,10.1051/0004-6361/201731620,Sorbonne Université-Paris-Francex
85013757357,12172,09307575,14320894,,The role of sea-ice albedo in the climate of slowly rotating aquaplanets,Salameh J.,Climate Dynamics,2018-04-01,13,Journal,Article,,50,10.1007/s00382-017-3548-6,International Max Planck Research School on Earth System Modelling-Hamburg-Germanyx
85036510102,21524,00139351,10960953,,Alteration of host-pathogen interactions in the wake of climate change – Increasing risk for shellfish associated infections?,Hernroth B.E.,Environmental Research,2018-02-01,23,Journal,Review,,161,10.1016/j.envres.2017.11.032,Kungl. Vetenskapsakademien-Stockholm-Swedenx
85045538835,21100857598,,,9789402412222,Soil components and human health,Nieder R.,Soil Components and Human Health,2018-01-10,82,Book,Book,,,10.1007/978-94-024-1222-2,Technische Universität Braunschweig-Braunschweig-Germanyx
85141260591,21101119194,,,9781108304160,"The Exoplanet Handbook, Second Edition",Perryman M.,"The Exoplanet Handbook, Second Edition",2018-01-01,62,Book,Book,,,10.1017/9781108304160,University College Dublin-Dublin-Irelandx
85136700323,21101103391,,,9780128005132,Physical Chemistry: Multidisciplinary Applications in Society,Schmitz K.S.,Physical Chemistry: Multidisciplinary Applications in Society,2018-01-01,2,Book,Book,,,10.1016/C2013-0-18573-X,University of Missouri-Kansas City-Kansas City-United Statesx
85133034942,21101094222,,,9781316163009,"Radiogenic Isotope Geology, Third Edition",Dickin A.P.,"Radiogenic Isotope Geology, Third Edition",2018-01-01,2,Book,Book,,,10.1017/9781316163009,McMaster University-Hamilton-Canadax
85105711368,21101074193,,,9780128099353,An Origin of Life on Mars?,Brack A.,From Habitability to Life on Mars,2018-01-01,1,Book,Book Chapter,,,10.1016/B978-0-12-809935-3.00001-3,CNRS Centre National de la Recherche Scientifique-Paris-Francex
85093483840,21101023599,,,9780128162095,Changing climate and resource use efficiency in plants,Bhattacharya A.,Changing Climate and Resource use Efficiency in Plants,2018-01-01,22,Book,Book,,,10.1016/C2017-0-04681-5,
85092581350,21101023223,,,9780128167229,"Sustainable design and build: Building, energy, roads, bridges, water and sewer systems",Hossain M.F.,"Sustainable Design and Build: Building, Energy, Roads, Bridges, Water and Sewer Systems",2018-01-01,8,Book,Book,,,10.1016/C2017-0-02236-X,Green Globe Technology-Flushing-United Statesx
85079797300,28372,00783218,,,"Antarctic marine biodiversity: Adaptations, environments and responses to change",Peck L.S.,Oceanography and Marine Biology,2018-01-01,101,Book Series,Book Chapter,,56,,British Antarctic Survey-Cambridge-United Kingdomx
85071433716,21100925878,16102002,16102010,,"Climate change communication in australia: The politics, mainstream media and fossil fuel industry nexus",Holmes D.,Climate Change Management,2018-01-01,16,Book Series,Book Chapter,,,10.1007/978-3-319-69838-0_10,Monash University-Clayton-Australiax
85058353317,29244,10637869,14684780,,Water in the solar system,Litvak M.L.,Physics-Uspekhi,2018-01-01,4,Journal,Conference Paper,,61,10.3367/UFNe.2017.04.038277,Space Research Institute of the Russian Academy of Sciences-Moscow-Russian Federationx
85056633320,21101121279,,,9781315305943,"Thermal Energy: Sources, Recovery, and Applications",Shah Y.T.,"Thermal Energy: Sources, Recovery, and Applications",2018-01-01,23,Book,Book,,,10.1201/9781315305950,
85049480981,21100867066,,,9780198819516,"The long road to sustainability: The past, present, and future of international environmental law and policy",Gillespie A.,"The Long Road to Sustainability: The Past, Present, and Future of International Environmental Law and Policy",2018-01-01,7,Book,Book,,,10.1093/oso/9780198819516.001.0001,The University of Waikato-Hamilton-New Zealandx
85015645190,21100871921,,,9789813233621,"Science of the earth, climate and energy",Cole M.W.,"Science of the Earth, Climate and Energy",2018-01-01,1,Book,Book,,,10.1142/10807,Pennsylvania State University-University Park-United Statesx
85012113145,4700152725,14735504,14753006,,"Sea ice, extremophiles and life on extra-terrestrial ocean worlds",Martin A.,International Journal of Astrobiology,2018-01-01,40,Journal,Article,,17,10.1017/S1473550416000483,Institute for Marine and Antarctic Studies-Hobart-Australiax
85034755717,6000187990,,14242818,,Thirty years of research on crown-of-thorns starfish (1986-2016): Scientific advances and emerging opportunities,Pratchett M.S.,Diversity,2017-12-01,129,Journal,Review,41,9,10.3390/d9040041,James Cook University-Townsville-Australiax
85054399790,29229,03701573,,,A review of exoplanetary biosignatures,Grenfell J.L.,Physics Reports,2017-11-13,46,Journal,Review,,713,10.1016/j.physrep.2017.08.003,Deutsches Zentrum für Luft- und Raumfahrt (DLR)-Koln-Germanyx
85032014620,26765,0004637X,15384357,,Risks for Life on Habitable Planets from Superflares of Their Host Stars,Lingam M.,Astrophysical Journal,2017-10-10,66,Journal,Article,41,848,10.3847/1538-4357/aa8e96,Harvard-Smithsonian Center for Astrophysics-Cambridge-United Statesx
85027977764,26651,00664146,,,How to Characterize Habitable Worlds and Signs of Life,Kaltenegger L.,Annual Review of Astronomy and Astrophysics,2017-08-18,173,Book Series,Review,,55,10.1146/annurev-astro-082214-122238,Cornell University-Ithaca-United Statesx
85036627459,21100861759,,,9781108120678,Time and Environmental Law: Telling Nature's Time,Richardson B.J.,Time and Environmental Law: Telling Nature's Time,2017-08-03,33,Book,Book,,,10.1017/9781108120678,University of Tasmania-Hobart-Australiax
85026643822,17600155041,17520894,17520908,,Abrupt climate transition of icy worlds from snowball to moist or runaway greenhouse,Yang J.,Nature Geoscience,2017-08-01,19,Journal,Article,,10,10.1038/NGEO2994,Peking University-Beijing-Chinax
85025838197,26769,00670049,,,Resolving Orbital and Climate Keys of Earth and Extraterrestrial Environments with Dynamics (ROCKE-3D) 1.0: A General Circulation Model for Simulating the Climates of Rocky Planets,Way M.J.,"Astrophysical Journal, Supplement Series",2017-07-01,80,Journal,Article,12,231,10.3847/1538-4365/aa7a06,Uppsala Universitet-Uppsala-Swedenx
84940976770,28261,00386308,15729672,,Astrobiology and the Possibility of Life on Earth and Elsewhere…,Cottin H.,Space Science Reviews,2017-07-01,40,Journal,Review,,209,10.1007/s11214-015-0196-1,Université Paris-Est Créteil Val de Marne-Creteil-Francex
85014266992,21100865556,,,9781139060172,The early Mars climate system,Haberle R.M.,The Atmosphere and Climate of Mars,2017-06-29,22,Book,Book Chapter,,,10.1017/9781139060172.017,NASA Ames Research Center-Moffett Field-United Statesx
85009875712,19900192023,21904979,21904987,,Climate engineering by mimicking natural dust climate control: The iron salt aerosol method,Dietrich Oeste F.,Earth System Dynamics,2017-01-13,25,Journal,Article,,8,10.5194/esd-8-1-2017,GM-Ingenieurbüro-Germanyx
85078647226,21100958083,,,9780128032206,Remote sensing of tropospheric aerosol optical depth from multispectral monodirectional space-based observations,Laszlo I.,Comprehensive Remote Sensing,2017-01-01,4,Book,Book Chapter,,1-9,10.1016/B978-0-12-409548-9.10389-6,"University of Maryland, College Park-College Park-United Statesx"
85053318869,21100877045,,,9781498781374,"Reversibility of chronic disease and hypersensitivity, volume 5: Treatment options of chemical sensitivity",Rea W.J.,"Reversibility of Chronic Disease and Hypersensitivity, Volume 5: Treatment Options of Chemical Sensitivity",2017-01-01,6,Book,Book,,,10.1201/9781315155258,American Environmental Health Foundation-United Statesx
85052467137,21100875260,,,9781135749163,Observing global climate change,Kondratyev K.Y.,Observing Global Climate Change,2017-01-01,4,Book,Book,,,10.1201/9780203983485,
85051615846,21100890503,,,9781315302348,Chemical energy from natural and synthetic gas,Shah Y.T.,Chemical Energy from Natural and Synthetic Gas,2017-01-01,17,Book,Book,,,10.1201/9781315302355,
85048586838,21100864667,,,9781108186148,The first global integrated marine assessment: World ocean assessment i,Inniss L.,The First Global Integrated Marine Assessment: World Ocean Assessment I,2017-01-01,18,Book,Book,,,10.1017/9781108186148,
85041214292,21101119272,,,9780444640024,"Cross-Border Resource Management, Third Edition",Guo R.,"Cross-Border Resource Management, Third Edition",2017-01-01,3,Book,Book,,,10.1016/C2016-0-04674-0,
85037973542,21100876220,,,9781498765183,Air pollution and its impacts on U.S. National Parks,Sullivan T.J.,Air Pollution and Its Impacts on U.S. National Parks,2017-01-01,10,Book,Book,,,10.1201/9781315163703,
85035778490,21100840837,,,9780262338301,Energy and civilization: A history,Smil V.,Energy and Civilization: A History,2017-01-01,273,Book,Book,,,,
85035745563,21100840853,,,0262339404,Minding the weather: How expert forecasters think,Hoffman R.R.,Minding the Weather: How Expert Forecasters Think,2017-01-01,31,Book,Book,,,,Florida Institute for Human &amp; Machine Cognition-Pensacola-United Statesx
85020899369,24024,0025326X,18793363,,Remote sensing and water quality indicators in the Korean West coast: Spatio-temporal structures of MODIS-derived chlorophyll-a and total suspended solids,Kim H.C.,Marine Pollution Bulletin,2017-01-01,61,Journal,Article,,121,10.1016/j.marpolbul.2017.05.026,National Center for Environmental Prediction-Camp Springs-United Statesx
84889601086,21100863458,,,9781139020558,Atmospheric evolution on inhabited and lifeless worlds,Catling D.C.,Atmospheric Evolution on Inhabited and Lifeless Worlds,2017-01-01,211,Book,Book,,,10.1017/9781139020558,University of Washington-Seattle-United Statesx
85007411764,13090,15311074,,,Modeling pN2 through geological time: Implications for planetary climates and atmospheric biosignatures,Stüeken E.E.,Astrobiology,2016-12-01,46,Journal,Article,,16,10.1089/ast.2016.1537,NASA Astrobiology Institute's Virtual Planetary Laboratory-Seattle-United Statesx
84966696713,28261,00386308,15729672,,"Exoplanetary Atmospheres—Chemistry, Formation Conditions, and Habitability",Madhusudhan N.,Space Science Reviews,2016-12-01,147,Journal,Review,,205,10.1007/s11214-016-0254-3,Institute of Astronomy-Cambridge-United Kingdomx
85052514180,21100875488,,,9781498762076,Solar planetary systems: Stardust to terrestrial and extraterrestrial planetary sciences,Bhattacharya A.B.,Solar Planetary Systems: Stardust to Terrestrial and Extraterrestrial Planetary Sciences,2016-11-25,2,Book,Book,,,10.1201/9781315367569,University of Kalyani-Kalyani-Indiax
85021904472,21100822671,,,9780128093634,Investigating Seafloors and Oceans: From Mud Volcanoes to Giant Squid,Joseph A.,Investigating Seafloors and Oceans: From Mud Volcanoes to Giant Squid,2016-11-18,10,Book,Book,,,,
84988423474,22580,00128252,,,On the astronomical origin of the Hallstatt oscillation found in radiocarbon and climate records throughout the Holocene,Scafetta N.,Earth-Science Reviews,2016-11-01,49,Journal,Review,,162,10.1016/j.earscirev.2016.09.004,Università degli Studi di Napoli Federico II-Naples-Italyx
85049178969,15600154712,16741137,,,Review of particle physics,Patrignani C.,Chinese Physics C,2016-10-01,5077,Journal,Review,100001,40,10.1088/1674-1137/40/10/100001,Istituto Nazionale di Fisica Nucleare - INFN-Rome-Italyx
84995646251,21101038510,21699097,21699100,,"The sustainability of habitability on terrestrial planets: Insights, questions, and needed measurements from Mars for understanding the evolution of Earth-like worlds",Ehlmann B.L.,Journal of Geophysical Research: Planets,2016-10-01,70,Journal,Review,,121,10.1002/2016JE005134,Jet Propulsion Laboratory-Pasadena-United Statesx
84990935162,21101038510,21699097,21699100,,"Climate-tectonic coupling: Variations in the mean, variations about the mean, and variations in mode",Lenardic A.,Journal of Geophysical Research: Planets,2016-10-01,35,Journal,Review,,121,10.1002/2016JE005089,Rice University-Houston-United Statesx
84985991808,26771,0004640X,1572946X,,Developing ecospheres on transiently habitable planets: the genesis project,Gros C.,Astrophysics and Space Science,2016-10-01,15,Journal,Article,324,361,10.1007/s10509-016-2911-0,Goethe-Universität Frankfurt am Main-Frankfurt am Main-Germanyx
84983459342,13090,15311074,,,The astrobiology primer v2.0,Domagal-Goldman S.D.,Astrobiology,2016-08-01,107,Journal,Article,,16,10.1089/ast.2015.1460,Virtual Planetary Laboratory-Seattle-United Statesx
84966709462,22566,0012821X,,,Atmospheric nitrogen evolution on Earth and Venus,Wordsworth R.D.,Earth and Planetary Science Letters,2016-08-01,51,Journal,Article,,447,10.1016/j.epsl.2016.04.002,Harvard University-Cambridge-United Statesx
84973644370,13090,15311074,,,The Effect of Orbital Configuration on the Possible Climates and Habitability of Kepler-62f,Shields A.,Astrobiology,2016-06-01,33,Journal,Article,,16,10.1089/ast.2015.1353,NASA Astrobiology Institute's Virtual Planetary Laboratory-Nasa-United Statesx
84976559530,19500157010,,15252027,,"Whole planet coupling between climate, mantle, and core: Implications for rocky planet evolution",Foley B.J.,"Geochemistry, Geophysics, Geosystems",2016-05-01,64,Journal,Review,,17,10.1002/2015GC006210,"Carnegie Institution of Washington-Washington, D.C.-United Statesx"
85106840674,21101086741,,,9781420039016,"Circadian Physiology, Second Edition",Refinetti R.,"Circadian Physiology, Second Edition",2016-04-19,1,Book,Book,,,10.1201/9781420039016,University of South Carolina-Carolina-United Statesx
84973888863,21100307458,,21508925,,Environmental stress mediates trophic cascade strength and resistance to invasion,Cheng B.S.,Ecosphere,2016-04-01,18,Journal,Article,e01247,7,10.1002/ecs2.1247,Bodega Marine Laboratory-Bodega Bay-United Statesx
84956684711,21100862266,,,9781139342742,Thermodynamic foundations of the earth system,Kleidon A.,Thermodynamic Foundations of the Earth System,2016-03-11,43,Book,Book,,,,Max Planck Institute for Biogeochemistry-Jena-Germanyx
84949907916,17373,10964959,18791107,,Adjustments of molecular key components of branchial ion and pH regulation in Atlantic cod (Gadus morhua) in response to ocean acidification and warming,Michael K.,Comparative Biochemistry and Physiology Part - B: Biochemistry and Molecular Biology,2016-03-01,24,Journal,Article,,193,10.1016/j.cbpb.2015.12.006,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung-Bremerhaven-Germanyx
85030252504,21100832648,,,9783319225609,Principles of applied remote sensing,Khorram S.,Principles of Applied Remote Sensing,2016-01-04,37,Book,Book,,,10.1007/978-3-319-22560-9,NC State University-Raleigh-United Statesx
85179286870,21101191530,,,9781439853702,"Wetland Indicators: A Guide to Wetland Formation, Identification, Delineation, Classification, and Mapping, Second Edition",Tiner R.W.,"Wetland Indicators: A Guide to Wetland Formation, Identification, Delineation, Classification, and Mapping, Second Edition",2016-01-01,70,Book,Book,,,10.1201/9781315374710,Society of Wetland Scientists-Middleton-United Statesx
85153662525,21101148392,,,9781466514980,CIRCADIAN PHYSIOLOGY: Third Edition,Refinetti R.,Circadian Physiology: Third Edition,2016-01-01,52,Book,Book,,,10.1201/b19527,Boise State University-Boise-United Statesx
85091255859,21101165616,16123018,21976619,,"ENERGY, COMPLEXITY AND WEALTH MAXIMIZATION",Ayres R.,Frontiers Collection,2016-01-01,4,Book Series,Book Chapter,,Part F918,10.1007/978-3-319-30545-5,"INSEAD, Europe-Fontainebleau-Francex"
84956490769,13090,15311074,,,The Case for a Gaian Bottleneck: The Biology of Habitability,Chopra A.,Astrobiology,2016-01-01,61,Journal,Article,,16,10.1089/ast.2015.1387,The Australian National University-Canberra-Australiax
84956467335,13090,15311074,,,Habitability: A Review,Cockell C.S.,Astrobiology,2016-01-01,235,Journal,Review,,16,10.1089/ast.2015.1295,The University of Edinburgh-Edinburgh-United Kingdomx
84967110077,21100458929,,,9780128014066,"Engineered Nanoparticles: Structure, Properties and Mechanisms of Toxicity",Singh A.K.,"Engineered Nanoparticles: Structure, Properties and Mechanisms of Toxicity",2015-11-26,52,Book,Book,,,10.1016/C2013-0-18974-X,University of Minnesota Twin Cities-Minneapolis-United Statesx
84959862353,21100449025,,,9780128037096,Earth as an Evolving Planetary System: Third Edition,Condie K.C.,Earth as an Evolving Planetary System: Third Edition,2015-11-26,14,Book,Book,,,10.1016/C2015-0-00179-4,New Mexico Institute of Mining and Technology-Socorro-United Statesx
84977109351,21100466872,,,9781119072218,A Companion to the History of American Science,Montgomery G.M.,A Companion to the History of American Science,2015-10-10,1,Book,Book,,,10.1002/9781119072218,Michigan State University-East Lansing-United Statesx
84946067085,26765,0004637X,15384357,,The role of plate tectonic-climate coupling and exposed land area in the development of habitable climates on rocky planets,Foley B.J.,Astrophysical Journal,2015-10-10,69,Journal,Article,36,812,10.1088/0004-637X/812/1/36,"Carnegie Institution of Washington-Washington, D.C.-United Statesx"
84939826125,130037,17264170,17264189,,Fundamental molecules of life are pigments which arose and co-evolved as a response to the thermodynamic imperative of dissipating the prevailing solar spectrum,Michaelian K.,Biogeosciences,2015-08-19,23,Journal,Article,,12,10.5194/bg-12-4913-2015,Universidad Nacional Autónoma de México-Mexico-Mexicox
84933056026,21206,00280836,14764687,,The changing form of Antarctic biodiversity,Chown S.L.,Nature,2015-06-24,207,Journal,Article,,522,10.1038/nature14505,Monash University-Clayton-Australiax
84962522460,21100801775,,,9781119028000,Sea Ice: Physics and Remote Sensing,Shokr M.,Sea Ice: Physics and Remote Sensing,2015-04-17,97,Book,Book,,,10.1002/9781119028000,
84927929050,13090,15311074,,,Methane clathrates in the solar system,Mousis O.,Astrobiology,2015-04-01,52,Journal,Article,,15,10.1089/ast.2014.1189,Laboratoire d'Astrophysique de Marseille-Marseille-Francex
84922666880,19900191605,17577780,17577799,,Labeling opinions in the climate debate: A critical review,Howarth C.C.,Wiley Interdisciplinary Reviews: Climate Change,2015-03-01,32,Journal,Article,,6,10.1002/wcc.332,Anglia Ruskin University-Cambridge-United Kingdomx
84966936631,21100459196,,,9781317909132,Experiment earth: Responsible innovation in geoengineering,Stilgoe J.,Experiment Earth: Responsible Innovation in Geoengineering,2015-02-20,91,Book,Book,,,10.4324/9781315849195,University College London-London-United Kingdomx
85032270020,21100854427,,,9780444538031,Water on the Terrestrial Planets,Helbert J.,Treatise on Geophysics: Second Edition,2015-01-01,3,Book,Book Chapter,,10,10.1016/B978-0-444-53802-4.00174-3,Deutsches Zentrum für Luft- und Raumfahrt (DLR)-Koln-Germanyx
85006321545,21100854426,,,9780444538031,Earth Rotation Variations - Long Period,Gross R.,Treatise on Geophysics: Second Edition,2015-01-01,35,Book,Book Chapter,,3,10.1016/B978-0-444-53802-4.00059-2,California Institute of Technology-Pasadena-United Statesx
84984884483,21100878356,,,9781482258011,Economics for environmental professionals,Spellman F.R.,Economics for Environmental Professionals,2015-01-01,3,Book,Book,,,10.1201/b18345,
84975230954,21100466229,21506779,21506787,,Beyond the Anthropocene: Un-earthing an epoch,Olson V.,Environment and Society: Advances in Research,2015-01-01,39,Journal,Article,,6,10.3167/ares.2015.060103,"University of California, Irvine-Irvine-United Statesx"
84961907789,21100854434,,,9780444538031,The Generation of Plate Tectonics from Mantle Dynamics,Bercovici D.,Treatise on Geophysics: Second Edition,2015-01-01,65,Book,Book Chapter,,7,10.1016/B978-0-444-53802-4.00135-4,Yale University-New Haven-United Statesx
